,NAME,TOTAL ROUNDS,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL DISTANCE,TOTAL DRIVES,FAIRWAYS HIT,POSSIBLE FAIRWAYS,GREENS HIT,# HOLES,RELATIVE/PAR,TOTAL SG:PUTTING,MEASURED ROUNDS_x,SG:OTT,SG:APR,SG:ARG,TOTAL SG:T,MEASURED ROUNDS_y,EVENTS,# OF WINS,# OF TOP-10S,POINTS BEHIND LEAD,1ST,2ND,3RD,YEAR
122,Aaron Baddeley,72,"5,152",- 31.895,"42,048",144,549,"1,011",753,"1,296",-0.3,33.196999999999996,55,-0.10800000000000001,-0.504,0.152,7.865,55,21.0,0.0,3.0,"6,856",,,,2012
123,Rory Sabbatini,84,"5,988",- 13.505,"48,002",167,716,"1,173",941,"1,512",-0.27,-26.604,72,0.247,-0.021,0.129,-0.998,72,25.0,0.0,2.0,"7,024",,1.0,,2012
124,Charley Hoffman,88,"6,276",- 15.750,"51,712",175,763,"1,226","1,051","1,584",-0.26,-36.504,76,0.33399999999999996,0.35600000000000004,-0.12300000000000001,6.606,76,26.0,0.0,2.0,"6,710",,1.0,,2012
125,Kyle Reifers,86,"6,110",9.778,"47,554",164,704,"1,141",995,"1,476",-0.23,1.544,74,0.055999999999999994,0.055999999999999994,-0.07400000000000001,4.325,74,23.0,0.0,,"7,315",,,,2012
126,Ricky Barnes,88,"6,280",- 17.686,"51,393",176,714,"1,229","1,067","1,584",-0.22,-40.006,82,-0.29,0.499,0.075,-16.636,82,25.0,0.0,1.0,"6,930",,,1.0,2012
127,Garth Mulroy,57,"4,054",3.920,"33,477",114,479,797,668,"1,026",-0.28,0.45,46,-0.004,0.14300000000000002,-0.179,-1.42,46,17.0,0.0,,"7,453",,,,2012
128,Kris Blanks,65,"4,652",- 23.917,"36,420",128,586,890,770,"1,152",-0.22,-36.469,60,0.192,0.5579999999999999,-0.203,-3.6689999999999996,60,23.0,0.0,,"7,329",,,,2012
129,Hunter Haas,65,"4,653",- 24.670,"36,236",126,544,880,716,"1,134",-0.25,0.5710000000000001,52,0.12300000000000001,-0.02,-0.223,-5.654,52,24.0,0.0,1.0,"7,375",,,,2012
130,Bobby Gates,85,"6,054",- 1.325,"49,837",166,678,"1,157",977,"1,494",-0.25,-19.929000000000002,76,0.331,-0.016,-0.318,-20.153,76,25.0,0.0,1.0,"7,288",,,,2012
131,Rocco Mediate,68,"4,821",21.850,"35,927",128,555,892,747,"1,152",-0.25,-0.7020000000000001,58,-0.106,-0.09,0.1,-6.276,58,19.0,0.0,,"7,431",,,,2012
132,James Driscoll,83,"5,914",- .601,"46,000",158,564,"1,099",887,"1,422",-0.29,30.362,70,-0.525,0.032,0.0,-4.132,70,23.0,0.0,2.0,"7,213",,,,2012
133,Troy Matteson,98,"6,998",- 15.754,"56,196",188,690,"1,310","1,083","1,692",-0.24,11.302999999999999,83,-0.066,0.075,-0.196,-4.211,83,29.0,0.0,3.0,"6,436",,1.0,,2012
134,Jason Bohn,77,"5,491",- 4.913,"41,877",150,678,"1,043",872,"1,350",-0.24,-2.434,66,-0.11,0.128,-0.162,-11.912,66,24.0,0.0,2.0,"7,263",,1.0,,2012
135,David Mathis,81,"5,792",- 14.044,"42,833",154,679,"1,074",846,"1,386",-0.25,23.324,69,-0.203,-0.239,-0.002,-7.266,69,25.0,0.0,1.0,"7,304",,,,2012
136,Chez Reavie,83,"5,935",- 14.288,"46,620",165,792,"1,155",988,"1,494",-0.21,-13.57,66,0.125,0.136,-0.10099999999999999,-2.9810000000000003,66,23.0,0.0,,"7,299",,,,2012
137,Kevin Kisner,65,"4,618",19.227,"35,127",122,520,851,686,"1,098",-0.25,16.053,53,0.106,-0.6509999999999999,0.10300000000000001,-7.371,53,20.0,0.0,1.0,"7,378",,,,2012
138,Robert Allenby,76,"5,458",- 34.995,"43,294",151,629,"1,060",900,"1,368",-0.22,-28.255,66,-0.449,0.537,-0.28600000000000003,-41.341,66,23.0,0.0,2.0,"7,209",,1.0,,2012
139,Matt Jones,53,"3,771",11.425,"28,779",98,379,683,571,882,-0.23,-3.98,44,-0.192,-0.387,0.11199999999999999,-24.506999999999998,44,16.0,0.0,1.0,"7,483",,,,2012
140,Trevor Immelman,76,"5,466",- 41.891,"44,218",152,634,"1,062",868,"1,368",-0.21,-6.943,57,-0.14,0.242,0.384,20.8,57,21.0,0.0,,"7,203",,,,2012
141,Mark Wilson,78,"5,585",- 17.727,"43,062",156,748,"1,090",899,"1,404",-0.22,-6.952000000000001,68,-0.255,0.043,0.069,-16.692999999999998,68,24.0,1.0,2.0,"6,577",1.0,,1.0,2012
142,Gavin Coles,70,"4,971",26.764,"35,793",132,600,922,763,"1,188",-0.25,33.67,57,-0.6759999999999999,-0.008,-0.196,-16.496,57,19.0,0.0,,"7,442",,,,2012
143,Charlie Beljan,57,"4,046",23.848,"33,027",106,430,739,634,954,-0.27,-18.102,43,0.797,-0.226,-0.635,-20.87,43,18.0,0.0,1.0,"7,404",1.0,,1.0,2012
144,Jhonattan Vegas,77,"5,507",- 6.133,"45,697",150,558,"1,051",892,"1,350",-0.26,-2.424,69,-0.012,-0.20600000000000002,-0.135,-26.7,69,22.0,0.0,2.0,"7,265",,,,2012
145,Jason Kokrak,75,"5,340",18.397,"45,616",150,564,"1,046",891,"1,350",-0.24,-12.709000000000001,69,-0.044000000000000004,-0.17300000000000001,-0.045,-30.828000000000003,69,23.0,0.0,1.0,"7,461",,1.0,,2012
146,Mathew Goggin,63,"4,482",19.285,"35,477",122,493,852,739,"1,098",-0.25,-13.322000000000001,55,0.10800000000000001,-0.292,0.099,-17.965,55,19.0,0.0,,"7,523",,,,2012
147,Robert Karlsson,52,"3,735",- 19.463,"30,353",103,402,728,592,936,-0.26,-21.765,41,-0.04,0.07200000000000001,0.03,-19.23,41,13.0,0.0,,"7,387",,,,2012
148,Stewart Cink,67,"4,827",- 37.619,"38,127",132,499,934,775,"1,206",-0.22,16.239,54,-0.485,0.195,-0.239,-12.296,54,19.0,0.0,,"7,316",,,,2012
149,Chris DiMarco,81,"5,792",- 1.432,"43,133",158,761,"1,099",861,"1,422",-0.25,-8.109,72,-0.371,-0.073,0.079,-34.338,72,25.0,0.0,1.0,"7,310",,,,2012
150,Scott Stallings,78,"5,573",3.247,"46,871",155,635,"1,093",932,"1,404",-0.24,-27.522,68,0.39299999999999996,-0.113,-0.198,-21.982,68,24.0,1.0,2.0,"6,845",1.0,,,2012
151,Erik Compton,77,"5,502",3.402,"43,385",146,595,"1,020",821,"1,314",-0.26,5.862,64,0.215,-0.6679999999999999,-0.155,-33.105,64,22.0,0.0,,"7,315",,,,2012
152,J.J. Killeen,97,"6,943",- 7.318,"53,920",186,728,"1,298","1,009","1,674",-0.23,-9.012,84,-0.063,-0.49200000000000005,0.213,-37.702,84,29.0,0.0,1.0,"7,340",,,,2012
153,Stephen Ames,54,"3,882",- 20.403,"29,501",104,448,724,582,936,-0.21,-9.934,39,-0.27699999999999997,-0.27699999999999997,-0.09699999999999999,-35.336999999999996,39,17.0,0.0,,"7,484",,,,2012
154,Troy Kelly,64,"4,566",11.965,"37,140",124,455,865,705,"1,116",-0.24,2.529,51,-0.21100000000000002,-0.53,-0.001,-35.291,51,20.0,0.0,1.0,"7,164",,1.0,,2012
155,Tommy Gainey,98,"7,014",- 3.084,"57,955",195,761,"1,368","1,099","1,764",-0.28,10.183,90,-0.10800000000000001,-0.26,-0.262,-46.535,90,29.0,0.0,1.0,"6,995",1.0,,1.0,2012
156,Andres Romero,64,"4,606",- 27.268,"35,042",120,459,836,662,"1,080",-0.24,-12.024000000000001,54,-0.21600000000000003,0.078,-0.049,-22.101999999999997,54,20.0,0.0,2.0,"7,120",,1.0,1.0,2012
157,Gary Woodland,69,"4,969",- 31.940,"40,413",134,527,966,795,"1,242",-0.25,-26.355999999999998,53,0.32,0.153,-0.26899999999999996,-15.54,53,19.0,0.0,,"7,305",,,,2012
158,D.J. Trahan,69,"4,929",8.841,"40,330",138,590,962,819,"1,242",-0.22,-35.900999999999996,62,0.08800000000000001,-0.085,-0.15,-44.986000000000004,62,23.0,0.0,1.0,"7,383",,,,2012
159,Nick O'Hern,74,"5,303",- 6.141,"39,800",148,653,"1,031",843,"1,332",-0.21,-26.669,68,-0.86,0.34,0.424,-33.225,68,22.0,0.0,1.0,"7,376",,,1.0,2012
160,Ángel Cabrera,54,"3,890",- 24.631,"29,375",98,398,698,570,900,-0.24,-8.033,37,0.198,-0.306,-0.126,-16.680999999999997,37,17.0,0.0,,"7,449",,,,2012
161,Justin Leonard,75,"5,377",- 8.286,"41,903",150,630,"1,044",816,"1,350",-0.23,-22.1,68,-0.401,-0.11699999999999999,0.22699999999999998,-41.831,68,22.0,0.0,2.0,"7,349",,,,2012
162,Steve Wheatcroft,52,"3,712",10.348,"28,687",100,436,699,596,900,-0.22,1.675,42,0.001,-0.294,-0.253,-21.26,42,18.0,0.0,,"7,534",,,,2012
163,Sangmoon Bae,77,"5,550",- 34.556,"44,332",153,622,"1,071",829,"1,386",-0.29,7.287999999999999,57,0.069,-0.76,-0.491,-60.02,57,25.0,0.0,2.0,"7,018",,1.0,,2012
164,Arjun Atwal,75,"5,357",15.565,"41,623",146,621,"1,016",839,"1,314",-0.24,-14.324000000000002,66,-0.132,-0.22699999999999998,-0.084,-43.528999999999996,66,23.0,0.0,,"7,445",,,,2012
165,Roland Thatcher,53,"3,776",21.242,"28,312",98,426,685,598,882,-0.24,-22.622,44,-0.156,0.01,-0.498,-50.946999999999996,44,17.0,0.0,1.0,"7,438",,,,2012
166,Scott Dunlap,53,"3,783",14.610,"28,698",102,461,713,617,918,-0.19,-31.655,46,0.062,0.252,-0.226,-27.58,46,16.0,0.0,,"7,549",,,,2012
167,Mark Anderson,73,"5,224",9.488,"40,806",138,504,965,793,"1,242",-0.26,-8.095,61,-0.217,-0.542,0.017,-53.355,61,21.0,0.0,,"7,417",,,,2012
168,"Ted Potter, Jr.",77,"5,530",- 8.310,"41,544",146,654,"1,019",832,"1,314",-0.23,4.427,61,-0.191,-0.27699999999999997,-0.428,-50.226000000000006,61,23.0,1.0,1.0,"6,974",1.0,,,2012
169,Cameron Beckman,77,"5,520",2.874,"43,914",154,663,"1,075",905,"1,386",-0.23,-24.355,69,-0.226,0.057999999999999996,-0.16699999999999998,-47.528999999999996,69,22.0,0.0,,"7,472",,,,2012
170,Harrison Frazar,54,"3,883",- 9.088,"32,147",108,415,759,595,972,-0.26,1.124,48,0.10800000000000001,-0.358,-0.325,-26.471,48,20.0,0.0,2.0,"7,239",,1.0,,2012
171,Colt Knost,77,"5,541",- 12.570,"41,968",154,731,"1,075",861,"1,386",-0.23,12.305,67,-0.5660000000000001,-0.545,-0.053,-65.752,67,25.0,0.0,2.0,"7,236",,,2.0,2012
172,Scott Brown,63,"4,503",22.589,"34,366",118,495,822,685,"1,062",-0.25,-23.853,51,0.17,-0.255,-0.21899999999999997,-39.312,51,20.0,0.0,3.0,"7,414",,,,2012
173,Daniel Chopra,53,"3,808",1.208,"30,151",102,337,713,549,918,-0.29,14.231,43,-0.489,-0.589,0.068,-29.195999999999998,43,17.0,0.0,,"7,556",,,,2012
174,Brendon Todd,74,"5,306",12.575,"39,703",140,573,975,756,"1,260",-0.24,26.891,63,-0.57,-1.141,0.094,-74.979,63,25.0,0.0,1.0,"7,345",,,,2012
175,Derek Lamely,64,"4,590",10.055,"35,852",124,450,864,673,"1,116",-0.26,35.62,56,-0.754,-0.7140000000000001,-0.204,-57.966,56,21.0,0.0,,"7,466",,,,2012
176,Brendan Steele,73,"5,251",- 3.237,"42,162",146,649,"1,023",858,"1,314",-0.21,-7.199,64,0.084,-0.376,-0.11199999999999999,-33.082,64,20.0,0.0,3.0,"7,292",,,,2012
177,Miguel Angel Carballo,69,"4,947",15.362,"37,634",130,525,907,758,"1,170",-0.23,-16.753,57,-0.042,-0.728,-0.106,-66.709,57,21.0,0.0,,"7,413",,,,2012
178,Edward Loar,57,"4,097",2.559,"31,329",106,415,741,592,954,-0.27,6.2170000000000005,43,0.059000000000000004,-0.728,-0.594,-48.07,43,19.0,0.0,,"7,583",,,,2012
179,Patrick Sheehan,56,"4,017",12.181,"29,042",104,437,727,589,936,-0.21,-6.535,44,-0.46799999999999997,-0.737,0.092,-55.501999999999995,44,17.0,0.0,,"7,518",,,,2012
180,Ryuji Imada,76,"5,462",8.320,"42,006",152,595,"1,060",829,"1,368",-0.24,24.241999999999997,69,-0.919,-0.5379999999999999,0.196,-62.81399999999999,69,24.0,0.0,1.0,"7,513",,,,2012
181,Alexandre Rocha,58,"4,160",18.273,"31,878",112,497,783,674,"1,008",-0.2,-11.584000000000001,50,-0.083,-0.221,-0.32,-42.782,50,17.0,0.0,1.0,"7,443",,1.0,,2012
182,Michael Bradley,63,"4,517",22.729,"33,571",118,428,825,694,"1,062",-0.22,-10.374,55,-1.146,0.391,-0.01,-52.465,55,20.0,0.0,,"7,453",,,,2012
183,Billy Hurley III,68,"4,919",- 15.102,"36,338",132,559,923,686,"1,188",-0.23,15.720999999999998,57,-0.9670000000000001,-0.7040000000000001,0.07200000000000001,-75.469,57,23.0,0.0,2.0,"7,370",,,,2012
184,Tom Pernice Jr.,58,"4,165",18.955,"31,769",116,495,808,644,"1,044",-0.23,-16.512999999999998,52,-0.9209999999999999,-0.09699999999999999,0.209,-58.57899999999999,52,19.0,0.0,1.0,"7,487",,,,2012
185,Matt Bettencourt,76,"5,487",- 1.154,"41,495",144,525,"1,004",764,"1,296",-0.26,-12.073,60,-0.5579999999999999,-0.425,-0.077,-75.718,60,27.0,0.0,1.0,"7,449",,,,2012
186,Kyle Thompson,49,"3,535",7.498,"26,714",94,411,656,548,846,-0.2,-44.748999999999995,37,-0.204,0.204,-0.18899999999999997,-51.739,37,19.0,0.0,,"7,582",,,,2012
187,Marco Dawson,58,"4,170",23.648,"30,874",108,422,753,610,972,-0.26,-10.788,46,-0.606,-0.45899999999999996,0.084,-55.876999999999995,46,18.0,0.0,,"7,583",,,,2012
188,Tommy Biershenk,72,"5,213",6.545,"38,819",136,543,949,733,"1,224",-0.27,12.972000000000001,58,-0.551,-0.733,-0.16699999999999998,-71.17699999999999,58,23.0,0.0,,"7,553",,,,2012
189,Sung Kang,73,"5,304",- 6.294,"40,576",142,569,989,756,"1,278",-0.22,3.134,62,-0.628,-0.897,-0.28600000000000003,-109.179,62,27.0,0.0,,"7,480",,,,2012
190,Stephen Gangluff,55,"4,001",13.707,"29,732",102,356,713,543,918,-0.22,-10.437000000000001,43,-0.932,-0.488,-0.29600000000000004,-84.244,43,19.0,0.0,,"7,623",,,,2012
0,Steve Stricker,47,"3,252",- 14.042,"26,658",94,467,661,602,846,-0.3,25.185,35,0.311,0.5670000000000001,0.596,76.771,35,13.0,0.0,8.0,"2,100",,4.0,,2013
1,Tiger Woods,60,"4,193",- 56.376,"35,187",120,525,840,730,"1,080",-0.31,18.333,43,-0.142,1.5330000000000001,0.247,88.73100000000001,43,16.0,5.0,8.0,"2,007",5.0,1.0,,2013
2,Justin Rose,60,"4,198",- 44.511,"35,301",119,534,840,744,"1,080",-0.26,-8.662,46,0.45899999999999996,0.961,0.491,79.26899999999999,46,17.0,1.0,7.0,"3,450",1.0,2.0,,2013
3,Henrik Stenson,64,"4,476",- 44.104,"37,239",128,628,896,829,"1,152",-0.27,0.171,44,0.71,0.7759999999999999,0.128,71.179,44,18.0,2.0,8.0,,2.0,3.0,1.0,2013
4,Adam Scott,60,"4,215",- 57.011,"35,733",120,517,836,743,"1,080",-0.27,-1.1740000000000002,44,0.7340000000000001,0.5479999999999999,0.055,57.657,44,16.0,2.0,6.0,"2,472",2.0,,2.0,2013
5,Sergio Garcia,63,"4,435",- 53.761,"36,666",126,538,878,765,"1,134",-0.28,27.798000000000002,47,0.131,0.5379999999999999,0.259,71.404,47,17.0,0.0,6.0,"4,115",,,1.0,2013
6,Matt Kuchar,87,"6,091",- 39.200,"49,573",174,716,"1,215","1,031","1,566",-0.29,27.495,69,-0.01,0.731,0.278,96.449,69,23.0,2.0,8.0,"2,927",2.0,2.0,,2013
7,Charl Schwartzel,68,"4,791",- 54.726,"40,271",136,570,952,806,"1,224",-0.31,16.246,54,0.195,0.711,0.061,68.492,54,19.0,0.0,5.0,"4,260",,,2.0,2013
8,Jordan Spieth,82,"5,738",- 25.220,"47,466",164,775,"1,143",988,"1,476",-0.3,12.183,67,0.611,0.48,0.2,98.676,67,23.0,1.0,9.0,"3,060",1.0,3.0,,2013
9,Keegan Bradley,87,"6,091",- 25.013,"52,302",174,767,"1,221","1,042","1,566",-0.29,18.002,72,0.698,0.27,0.185,101.01100000000001,72,25.0,0.0,7.0,"4,057",,2.0,1.0,2013
10,Jason Day,80,"5,634",- 55.453,"47,589",159,647,"1,115",935,"1,440",-0.28,22.546,61,0.452,-0.013000000000000001,0.16699999999999998,59.508,61,21.0,0.0,7.0,"4,052",,1.0,2.0,2013
11,Phil Mickelson,78,"5,467",- 27.152,"44,907",156,624,"1,089",936,"1,404",-0.32,37.669000000000004,57,0.021,0.494,0.26,81.832,57,21.0,2.0,7.0,"3,437",2.0,2.0,2.0,2013
12,Webb Simpson,88,"6,183",- 42.076,"49,937",175,778,"1,229","1,056","1,584",-0.27,21.939,70,0.21600000000000003,0.517,0.225,88.96600000000001,70,25.0,0.0,5.0,"3,700",,1.0,,2013
13,Brandt Snedeker,79,"5,545",- 31.497,"44,440",158,692,"1,106",934,"1,422",-0.3,40.15,58,-0.025,0.121,0.354,66.179,58,23.0,2.0,9.0,"3,897",2.0,2.0,1.0,2013
14,Luke Donald,58,"4,097",- 48.984,"32,262",116,508,808,649,"1,044",-0.28,24.266,46,-0.45899999999999996,0.583,0.628,58.853,46,17.0,0.0,5.0,"4,267",,,1.0,2013
15,Jim Furyk,78,"5,497",- 50.441,"42,952",156,766,"1,087",959,"1,404",-0.25,5.901,64,0.023,0.95,0.32299999999999995,88.906,64,22.0,0.0,7.0,"3,992",,1.0,2.0,2013
16,Jason Dufner,77,"5,432",- 48.797,"44,026",154,698,"1,077",936,"1,386",-0.24,-14.069,61,0.475,0.44,-0.10300000000000001,35.441,61,22.0,1.0,5.0,"4,065",1.0,,,2013
17,Bill Haas,84,"5,912",- 30.058,"48,412",168,734,"1,178","1,025","1,512",-0.26,18.348,69,0.365,0.34600000000000003,0.289,87.294,69,25.0,1.0,9.0,"4,177",1.0,,1.0,2013
18,Zach Johnson,83,"5,845",- 28.937,"46,275",166,809,"1,161","1,018","1,494",-0.25,24.485,67,0.18100000000000002,0.251,0.047,56.552,67,24.0,1.0,8.0,"2,512",1.0,1.0,1.0,2013
19,Graham DeLaet,94,"6,599",- 10.604,"55,832",187,862,"1,310","1,193","1,692",-0.25,8.078,81,0.488,0.64,-0.159,86.559,81,26.0,0.0,7.0,"3,335",,1.0,2.0,2013
20,Hunter Mahan,85,"6,003",- 44.004,"49,004",169,794,"1,192","1,034","1,530",-0.26,25.964000000000002,68,0.41700000000000004,0.285,0.05,77.108,68,25.0,0.0,5.0,"4,097",,1.0,,2013
21,Freddie Jacobson,60,"4,252",- 45.509,"34,471",120,472,839,666,"1,080",-0.27,20.669,46,0.075,0.304,0.247,49.456,46,19.0,0.0,3.0,"5,908",,,1.0,2013
22,Dustin Johnson,70,"4,953",- 44.971,"42,809",140,524,982,841,"1,260",-0.29,-5.14,51,0.332,0.6629999999999999,-0.09,41.048,51,22.0,1.0,6.0,"3,990",1.0,1.0,,2013
23,Brendon de Jonge,110,"7,701",15.926,"62,976",220,"1,016","1,533","1,363","1,980",-0.26,2.9360000000000004,97,0.28,0.414,0.032,73.294,97,30.0,0.0,4.0,"4,247",,,,2013
24,Lee Westwood,69,"4,899",- 58.114,"39,775",137,604,965,810,"1,242",-0.23,-24.676,51,0.439,0.479,0.17,30.788,51,19.0,0.0,6.0,"5,438",,,1.0,2013
25,Ryan Palmer,79,"5,555",- 11.823,"47,329",157,634,"1,099",942,"1,422",-0.3,22.968000000000004,69,0.41100000000000003,0.461,-0.32299999999999995,60.897,69,22.0,0.0,4.0,"5,906",,,,2013
26,Chris Kirk,89,"6,231",17.375,"51,441",178,742,"1,244","1,056","1,602",-0.31,36.955999999999996,81,-0.213,0.62,0.099,77.953,81,24.0,0.0,3.0,"5,330",,1.0,,2013
27,Rickie Fowler,74,"5,245",- 49.294,"42,106",147,647,"1,039",847,"1,332",-0.28,25.099,59,0.14300000000000002,0.141,0.07400000000000001,46.222,59,22.0,0.0,5.0,"5,395",,,1.0,2013
28,Billy Horschel,96,"6,767",- 23.566,"56,406",192,858,"1,337","1,166","1,728",-0.29,31.619,83,0.465,-0.121,-0.069,54.488,83,26.0,1.0,8.0,"4,022",1.0,1.0,1.0,2013
29,Matt Jones,83,"5,824",6.343,"48,223",165,749,"1,157",986,"1,494",-0.27,10.147,70,0.396,0.12300000000000001,0.22,61.918,70,24.0,0.0,5.0,"5,310",,1.0,,2013
30,Kevin Streelman,86,"6,072",- 29.056,"49,445",172,805,"1,197","1,028","1,548",-0.25,16.735,68,0.406,0.214,-0.008,58.317,68,25.0,1.0,5.0,"4,197",1.0,1.0,1.0,2013
31,Charles Howell III,85,"5,956",17.151,"50,109",170,631,"1,188","1,021","1,530",-0.28,35.056,80,0.133,-0.084,0.374,68.969,80,26.0,0.0,5.0,"5,331",,1.0,1.0,2013
32,Bubba Watson,73,"5,161",- 30.820,"44,030",145,602,"1,025",912,"1,314",-0.27,-5.642,59,0.937,0.292,-0.065,63.059,59,21.0,0.0,3.0,"5,364",,,,2013
33,Rory McIlroy,55,"3,911",- 45.148,"33,240",110,446,770,648,990,-0.3,-3.7960000000000003,41,0.624,0.42,0.032,40.365,41,16.0,0.0,5.0,"5,539",,1.0,,2013
34,K.J. Choi,84,"5,946",- 38.979,"46,748",168,774,"1,172",996,"1,512",-0.22,21.244,63,0.096,0.154,0.258,53.225,63,24.0,0.0,2.0,"5,913",,,,2013
35,Jimmy Walker,84,"5,914",- 6.143,"50,147",168,610,"1,169",999,"1,512",-0.29,20.686999999999998,75,0.08199999999999999,0.40700000000000003,0.16399999999999998,69.722,75,24.0,0.0,5.0,"5,341",,1.0,1.0,2013
36,Bob Estes,66,"4,648",- 4.150,"37,624",132,580,919,771,"1,188",-0.25,20.768,62,-0.21600000000000003,0.27699999999999997,0.36200000000000004,47.066,62,18.0,0.0,2.0,"6,041",,,,2013
37,Peter Hanson,43,"3,066",- 40.167,"25,099",85,339,602,474,774,-0.28,15.972999999999999,33,-0.306,0.192,0.138,16.772000000000002,33,15.0,0.0,1.0,"6,373",,,,2013
38,Ian Poulter,53,"3,772",- 41.729,"29,859",106,465,745,606,954,-0.23,6.906000000000001,39,0.2,-0.153,0.29,20.049,39,16.0,0.0,4.0,"5,596",,,1.0,2013
39,Harris English,95,"6,694",- 2.362,"56,092",190,776,"1,323","1,129","1,710",-0.29,39.119,82,0.115,0.098,-0.077,50.303999999999995,82,26.0,1.0,4.0,"5,287",1.0,,,2013
40,Ernie Els,62,"4,416",- 45.539,"35,916",124,501,868,689,"1,116",-0.27,-6.547000000000001,48,0.11,0.191,0.14300000000000002,14.777999999999999,48,19.0,0.0,1.0,"5,811",,,,2013
41,Roberto Castro,97,"6,824",13.895,"54,478",193,910,"1,351","1,175","1,746",-0.26,-39.019,84,0.204,0.379,0.348,39.153,84,29.0,0.0,4.0,"4,105",,1.0,,2013
42,Charley Hoffman,84,"5,947",- 25.274,"49,394",168,697,"1,170",990,"1,512",-0.3,9.35,73,0.33299999999999996,0.262,-0.145,42.196999999999996,73,23.0,0.0,5.0,"5,713",,,1.0,2013
43,Graeme McDowell,49,"3,496",- 41.360,"26,916",97,470,686,553,882,-0.23,5.027,37,0.251,0.217,-0.061,20.089000000000002,37,16.0,1.0,4.0,"5,613",1.0,,1.0,2013
44,Rory Sabbatini,82,"5,761",20.879,"48,064",164,682,"1,142","1,000","1,476",-0.28,-19.7,72,0.273,0.46799999999999997,0.002,33.794000000000004,72,27.0,0.0,5.0,"5,499",,,,2013
45,Bryce Molder,80,"5,621",20.597,"43,801",160,734,"1,113",917,"1,440",-0.29,42.205,71,-0.5379999999999999,0.052000000000000005,0.395,35.809,71,24.0,0.0,,"5,750",,,,2013
46,Jerry Kelly,75,"5,291",- 1.868,"40,984",150,749,"1,043",883,"1,350",-0.25,12.687000000000001,64,0.109,0.159,0.125,37.893,64,22.0,0.0,2.0,"6,079",,,,2013
47,Marc Leishman,77,"5,477",- 46.006,"43,846",153,633,"1,077",902,"1,386",-0.24,5.144,64,-0.099,0.345,-0.009000000000000001,20.339000000000002,64,23.0,0.0,4.0,"5,658",,,,2013
48,Chris Stroud,88,"6,206",2.036,"48,753",176,765,"1,226","1,019","1,584",-0.27,26.558000000000003,78,-0.578,0.52,0.33299999999999996,48.083,78,26.0,0.0,4.0,"5,484",,1.0,,2013
49,Martin Kaymer,58,"4,148",- 55.551,"33,457",116,497,810,677,"1,044",-0.24,5.77,42,0.402,-0.07,-0.335,5.6579999999999995,42,17.0,0.0,3.0,"6,050",,,,2013
50,Russell Henley,78,"5,531",- 26.561,"45,082",156,705,"1,090",902,"1,404",-0.28,40.205999999999996,66,0.43200000000000005,-0.053,-0.233,49.775,66,24.0,1.0,3.0,"5,491",1.0,,,2013
51,Camilo Villegas,75,"5,291",2.921,"43,763",150,612,"1,045",901,"1,350",-0.27,-9.556000000000001,64,-0.183,0.885,-0.095,29.333000000000002,64,23.0,0.0,2.0,"6,034",,,,2013
52,Chez Reavie,72,"5,081",2.230,"40,721",144,705,"1,003",865,"1,296",-0.25,-0.584,67,0.381,0.18600000000000003,-0.184,25.098000000000003,67,22.0,0.0,,"6,290",,,,2013
53,Boo Weekley,100,"7,071",- 9.949,"58,180",200,925,"1,394","1,249","1,800",-0.24,-56.093999999999994,83,0.594,0.401,-0.221,8.19,83,27.0,1.0,4.0,"4,295",1.0,1.0,,2013
54,Morgan Hoffmann,64,"4,506",13.201,"37,807",128,516,894,745,"1,152",-0.29,10.24,53,0.22699999999999998,-0.344,0.242,16.859,53,20.0,0.0,3.0,"6,285",,,,2013
55,"Ted Potter, Jr.",61,"4,332",- 24.457,"34,194",122,581,854,708,"1,098",-0.24,13.565,55,0.166,0.046,-0.052000000000000005,22.345,55,22.0,0.0,2.0,"6,211",,,,2013
56,Kevin Stadler,79,"5,558",21.944,"45,781",158,707,"1,101",980,"1,422",-0.29,-19.575,69,0.41,0.451,-0.11,32.234,69,25.0,0.0,3.0,"5,317",,,1.0,2013
57,Stewart Cink,71,"5,052",- 37.080,"41,178",142,565,988,866,"1,278",-0.24,-13.337,56,-0.264,0.975,-0.057999999999999996,23.268,56,22.0,0.0,3.0,"5,946",,,,2013
58,Martin Flores,83,"5,847",19.119,"49,874",166,621,"1,157",979,"1,494",-0.26,6.065,76,0.136,0.092,0.11800000000000001,32.37,76,25.0,0.0,2.0,"6,099",,,,2013
59,Brian Davis,91,"6,440",- 7.182,"50,734",182,870,"1,268","1,018","1,638",-0.29,19.227999999999998,83,0.051,0.222,0.185,57.207,83,28.0,0.0,4.0,"5,505",,,,2013
60,Tim Clark,61,"4,330",- 17.754,"33,143",121,599,852,681,"1,098",-0.25,2.497,43,0.048,0.087,-0.049,6.193,43,20.0,0.0,3.0,"6,026",,1.0,,2013
61,Cameron Tringale,80,"5,651",6.897,"45,950",160,700,"1,113",965,"1,440",-0.25,7.766,75,-0.079,0.16899999999999998,0.149,25.708000000000002,75,24.0,0.0,1.0,"6,003",,,1.0,2013
62,Gary Woodland,90,"6,372",- 6.013,"54,376",179,724,"1,257","1,085","1,620",-0.28,5.105,83,0.331,0.45899999999999996,-0.392,38.082,83,26.0,1.0,2.0,"4,147",1.0,1.0,,2013
