,Player_Name,Rounds,Fairway_Percentage,Year,Avg_Distance,gir,Average_Putts,Average_Scrambling,Average_Score,Points,Wins,Top_10,Average_SG_Putts,Average_SG_Total,SG_OTT,SG_APR,SG_ARG,Money,driving_ranking,best_putters,best_approachers,best_pw,Predictive_Ranking
108,Brian Harman,94,67.14,2018,291.9,67.59,29.29,56.95,70.536,1056,0,8,0.273,0.29,0.13699999999999998,-0.024,-0.096,2733463,151,287,149,108,291.15970699999997
112,Adam Schenk,86,57.67,2018,305.5,67.92,29.95,54.55,71.37,239,0,1,0.13,-0.15,0.073,-0.262,-0.091,474923,335,230,63,112,290.309042
170,Lucas Glover,65,65.06,2018,297.7,67.12,29.64,59.83,71.066,324,0,1,-0.18600000000000005,0.276,0.514,-0.043,-0.008,789382,243,87,137,170,290.08761300000003
89,Jhonattan Vegas,92,57.91,2018,303.6,65.17,29.43,58.6,71.275,394,0,1,-0.059000000000000004,0.03,0.294,-0.081,-0.124,1137444,324,131,120,89,289.112968
178,J.J. Henry,92,62.58,2017,294.1,69.44,30.42,56.66,71.164,365,0,2,-0.43,-0.172,0.20800000000000002,0.05,0.0,734874,187,26,186,178,288.586883
205,John Huh,92,64.09,2017,287.1,65.78,29.0,63.65,70.851,382,0,2,0.124,0.099,-0.049,-0.02,0.043,767575,79,227,150,205,286.674455
236,Tyrone Van Aswegen,105,59.79,2017,287.2,66.38,29.36,58.94,71.181,407,0,1,-0.32,-0.217,-0.067,0.084,0.085,806410,80,49,199,236,285.25636999999995
123,Charl Schwartzel,65,55.19,2018,299.5,61.11,28.74,57.88,71.34899999999998,528,0,3,0.081,-0.195,-0.035,-0.168,-0.073,1710179,273,209,91,123,283.890118
208,Rob Oppenheim,74,56.26,2018,285.2,64.05,28.91,59.55,71.532,148,0,0,0.045,-0.542,-0.662,0.026000000000000002,0.05,279019,54,192,172,208,283.69651799999997
172,J.T. Poston,73,61.53,2018,300.7,68.31,29.07,57.53,70.915,448,0,2,0.135,0.138,0.381,-0.373,-0.005,940661,291,234,41,172,283.162648
302,Jonas Blixt,67,60.3,2018,293.1,62.02,29.1,56.83,72.134,167,0,0,0.244,-0.547,-0.424,-0.563,0.196,368518,170,274,15,302,281.370301
165,Denny McCarthy,71,63.45,2018,295.4,68.17,29.41,59.83,70.861,267,0,1,0.449,0.094,0.011000000000000001,-0.34700000000000003,-0.019,498341,207,343,46,165,280.191907
7,Boo Weekley,75,71.67,2017,289.9,68.65,30.29,56.31,71.476,173,0,1,-0.9540000000000001,-0.32299999999999995,0.634,0.425,-0.429,416929,118,1,321,7,277.973339
111,Keith Mitchell,99,58.59,2018,312.6,69.42,29.65,56.55,70.92,659,0,4,-0.504,-0.018000000000000002,0.706,-0.128,-0.092,1641260,369,16,107,111,275.294435
58,Tom Hoge,54,55.99,2017,285.1,66.06,28.72,60.14,71.32600000000002,187,0,2,0.019,-0.27399999999999997,-0.35200000000000004,0.235,-0.17600000000000002,373092,53,176,255,58,274.9622
254,David Hearn,93,66.75,2017,281.0,64.71,29.07,61.85,71.107,359,0,2,-0.052000000000000005,-0.096,-0.175,0.016,0.115,800710,29,138,167,254,274.28505
185,Nick Taylor,94,60.94,2018,292.7,67.65,29.48,61.83,71.26899999999998,420,0,2,-0.312,-0.235,0.049,0.011000000000000001,0.017,899373,164,52,164,185,273.888195
336,Si Woo Kim,108,60.68,2018,290.8,63.78,29.0,57.23,71.367,893,0,5,-0.168,-0.092,-0.013999999999999999,-0.2,0.29100000000000004,2276114,128,91,80,336,273.80429300000003
153,Fabián Gómez,88,64.99,2018,291.1,67.86,29.38,58.85,71.02,221,0,0,0.001,-0.106,-0.062,-0.015,-0.03,437032,134,169,153,153,273.147465
75,Whee Kim,93,61.11,2018,285.8,63.55,28.7,58.56,71.477,764,0,3,0.4270000000000001,-0.4370000000000001,-0.748,0.03,-0.146,1920340,58,339,173,75,271.317965
199,Pat Perez,82,65.09,2018,290.9,67.78,29.29,55.63,70.594,1116,1,4,0.115,-0.048,-0.063,-0.138,0.037000000000000005,2962641,130,223,104,199,271.061392
211,Danny Lee,88,62.65,2018,290.6,65.05,28.56,60.81,71.196,481,0,3,0.156,0.057999999999999996,0.005,-0.155,0.051,1269386,121,240,95,211,270.795883
126,Blayne Barber,69,64.67,2018,294.7,69.98,29.66,57.46,70.835,202,0,0,-0.022000000000000002,-0.040999999999999995,0.10099999999999999,-0.047,-0.073,398137,195,153,135,126,269.281989
210,Daniel Summerhays,100,62.69,2017,286.9,63.02,28.97,56.76,71.197,348,0,1,0.11,0.146,-0.05,-0.062,0.051,826124,73,219,129,210,269.257395
219,Anirban Lahiri,72,59.82,2017,297.0,63.43,28.6,55.06,70.79899999999998,667,0,2,-0.336,-0.18600000000000005,0.23399999999999999,-0.14300000000000002,0.059000000000000004,1944289,232,48,100,219,269.09088099999997
171,Ryan Armour,63,72.73,2017,278.8,69.96,29.88,58.31,70.965,222,0,1,-0.028999999999999998,0.107,0.02,0.121,-0.005,443006,14,146,214,171,269.06903500000004
101,Tag Ridings,67,58.18,2017,301.6,65.91,29.19,57.73,71.176,237,0,1,0.203,0.03,0.295,-0.35600000000000004,-0.111,489927,303,261,45,101,268.68602799999996
169,Troy Merritt,82,60.79,2017,289.8,64.71,28.88,58.51,71.398,265,0,1,-0.017,-0.146,-0.11800000000000001,-0.018000000000000002,-0.009000000000000001,569682,114,157,152,169,267.72366400000004
64,Trey Mullinax,88,53.26,2017,308.8,66.24,29.0,55.91,71.027,330,0,1,-0.057,-0.184,0.4270000000000001,-0.195,-0.16899999999999998,758141,355,135,84,64,266.803274
56,Jason Dufner,71,63.3,2018,297.1,64.24,29.58,58.25,71.32300000000002,557,0,2,-0.057999999999999996,0.011000000000000001,0.256,-0.009000000000000001,-0.17800000000000002,1497655,235,133,155,56,264.779979
69,Sean O'Hair,67,60.09,2018,302.7,63.84,28.97,57.56,71.479,417,0,2,-0.207,-0.233,0.21100000000000002,-0.073,-0.16399999999999998,1104865,311,77,126,69,264.766773
192,Retief Goosen,52,57.79,2017,291.8,63.89,29.09,60.2,71.425,205,0,1,-0.425,-0.39,-0.001,0.009000000000000001,0.027000000000000003,414363,147,28,163,192,262.582444
138,Ryan Blaum,100,60.94,2017,284.1,65.28,28.82,60.0,70.866,434,0,2,0.33399999999999996,0.047,-0.198,-0.032,-0.057,962768,45,305,144,138,262.411848
338,Chad Collins,66,59.31,2017,281.4,60.93,28.47,63.07,71.77,305,0,2,0.079,-0.45399999999999996,-0.573,-0.254,0.294,693743,31,208,68,338,259.540323
65,Vaughn Taylor,90,68.28,2017,282.4,66.67,29.0,60.52,71.044,369,0,0,0.139,0.106,-0.001,0.135,-0.168,797385,35,237,215,65,259.26190199999996
107,Martin Flores,92,54.92,2018,300.0,66.34,29.36,54.89,71.458,215,0,0,-0.289,-0.5670000000000001,-0.09699999999999999,-0.083,-0.098,449266,283,58,119,107,259.112511
253,Morgan Hoffmann,92,60.39,2017,293.9,63.57,28.81,60.14,71.107,565,0,1,0.078,-0.06,0.165,-0.419,0.115,1278568,181,206,32,253,258.487696
133,Cody Gribble,79,54.77,2017,297.2,62.7,28.53,54.74,71.581,514,1,2,0.461,-0.524,-0.33799999999999997,-0.586,-0.061,1305554,236,347,12,133,255.56859200000002
167,Grayson Murray,72,56.0,2018,307.3,62.5,28.94,54.32,72.09100000000002,438,0,2,-0.35,-0.336,0.375,-0.34700000000000003,-0.015,1056628,348,42,47,167,254.96625
340,Bryce Molder,74,57.6,2017,277.0,61.79,28.66,59.14,71.817,109,0,0,0.38299999999999995,-0.846,-1.0979999999999999,-0.431,0.301,216892,8,325,27,340,254.584946
180,Ryan Blaum,81,64.31,2018,289.0,66.1,29.13,55.46,70.993,433,0,2,0.025,-0.033,0.011000000000000001,-0.07400000000000001,0.005,980877,100,180,125,180,253.95138500000002
310,Zac Blair,105,69.7,2017,272.7,64.7,28.87,65.5,71.007,364,0,1,0.035,-0.044000000000000004,-0.155,-0.141,0.218,788352,2,187,101,310,253.680346
379,Tim Wilkinson,64,65.68,2017,279.5,63.98,28.67,62.77,70.95,233,0,0,0.009000000000000001,-0.053,-0.289,-0.31,0.5379999999999999,411459,18,172,56,379,252.924847
95,Russell Knox,75,67.09,2017,288.0,66.58,29.35,57.46,70.765,669,0,4,-0.349,-0.14400000000000002,0.102,0.18100000000000002,-0.11900000000000001,1643924,86,43,234,95,251.90641
23,Tom Lovelady,87,54.73,2018,315.9,67.08,29.56,52.08,71.252,332,0,2,-0.049,-0.19,0.379,-0.24,-0.27899999999999997,700783,378,139,72,23,251.57426799999996
231,Richy Werenski,98,65.06,2018,291.8,66.97,29.36,56.49,71.185,498,0,2,-0.109,-0.124,0.077,-0.16899999999999998,0.077,1081283,146,112,90,231,250.129905
135,Chris Stroud,81,62.24,2018,289.8,62.94,28.78,59.96,71.628,255,0,1,0.053,-0.33799999999999997,-0.27699999999999997,-0.055999999999999994,-0.057999999999999996,565466,113,197,132,135,250.07970300000002
99,Graeme McDowell,56,69.15,2017,279.0,62.55,28.2,58.52,70.62899999999998,331,0,0,0.563,0.5720000000000001,0.085,-0.036000000000000004,-0.111,639770,16,366,142,99,249.96519700000002
87,Kelly Kraft,94,65.84,2018,288.6,63.83,28.92,58.93,71.333,627,0,3,0.075,-0.32,-0.28600000000000003,0.017,-0.126,1496253,92,204,169,87,249.70333
4,Hunter Mahan,67,65.04,2018,296.9,68.96,29.02,58.81,71.135,234,0,1,0.34600000000000003,0.209,0.465,-0.149,-0.45299999999999996,457337,230,311,97,4,249.44676
141,Nicholas Lindheim,77,60.44,2018,293.5,68.04,29.25,53.9,71.344,272,0,1,0.355,-0.32299999999999995,-0.258,-0.368,-0.052000000000000005,593842,173,317,43,141,247.11708399999998
3,Kelly Kraft,75,60.06,2017,291.9,63.15,29.32,53.5,71.491,672,0,3,-0.157,-0.6809999999999999,-0.205,0.159,-0.479,1638045,150,94,224,3,246.383897
44,Trey Mullinax,75,54.94,2018,318.3,65.38,29.13,54.42,70.815,528,0,3,0.07200000000000001,-0.07200000000000001,0.506,-0.442,-0.207,1184245,380,201,26,44,245.814105
158,Michael Kim,74,54.89,2018,289.9,60.63,28.54,56.05,71.66199999999998,675,1,1,0.259,-1.003,-1.023,-0.213,-0.027000000000000003,1379736,117,280,77,158,245.42452200000002
296,Peter Malnati,91,63.1,2017,282.3,62.48,28.4,61.5,71.399,182,0,0,0.451,-0.184,-0.262,-0.563,0.19,358541,34,344,16,296,244.18743800000001
270,Billy Hurley III,70,59.24,2018,284.0,63.02,29.09,54.93,71.715,73,0,0,0.025,-0.7020000000000001,-0.696,-0.17,0.139,145725,44,182,88,270,243.32116000000002
196,Roberto Castro,70,66.2,2017,280.2,63.89,29.5,60.14,71.808,164,0,0,-0.447,-0.479,-0.244,0.099,0.031,367362,21,24,205,196,242.069412
301,Geoff Ogilvy,80,62.59,2017,286.5,65.51,29.29,60.85,71.056,390,0,1,0.043,-0.152,-0.064,-0.327,0.196,867249,67,190,51,301,241.572365
100,Cody Gribble,71,55.45,2018,301.0,62.48,28.88,53.3,72.112,141,0,0,0.201,-0.8190000000000001,-0.212,-0.696,-0.111,302593,298,259,9,100,240.2168
131,Mark Hubbard,81,60.41,2017,282.7,65.39,29.5,58.57,71.87100000000002,124,0,0,-0.2,-0.7020000000000001,-0.539,0.10099999999999999,-0.064,267968,36,82,208,131,239.21133500000002
45,Bubba Watson,71,59.58,2017,305.6,63.02,29.28,55.67,71.175,397,0,3,-0.187,0.11599999999999999,0.647,-0.175,-0.201,1223129,336,86,86,45,239.013443
246,Ben Crane,86,67.97,2017,278.5,65.68,29.13,59.02,71.09100000000002,281,0,1,-0.155,-0.223,-0.15,-0.024,0.105,618483,12,95,148,246,238.69787499999998
245,"Ted Potter, Jr.",87,66.83,2018,286.0,63.03,28.45,57.51,71.024,744,1,1,0.07400000000000001,-0.094,-0.07400000000000001,-0.2,0.105,1976198,59,203,79,245,238.39343599999998
121,Patrick Rodgers,76,52.9,2017,306.3,65.84,29.85,53.63,71.432,639,0,3,-0.066,-0.716,-0.044000000000000004,-0.529,-0.077,1346322,344,128,19,121,238.218282
17,Blayne Barber,77,61.62,2017,291.2,67.61,29.08,55.8,71.163,381,0,1,0.402,0.013000000000000001,0.040999999999999995,-0.12300000000000001,-0.306,823082,136,333,109,17,231.582047
200,Jonas Blixt,74,60.1,2017,288.8,61.51,28.16,58.56,71.283,578,1,1,0.536,-0.341,-0.3,-0.614,0.037000000000000005,1408288,96,363,10,200,230.13021500000002
96,Kevin Kisner,89,66.33,2018,290.8,65.38,28.91,60.29,70.729,971,0,4,0.513,0.037000000000000005,-0.043,-0.316,-0.11800000000000001,2972285,127,360,53,96,228.80447000000004
307,K.J. Choi,72,66.23,2017,282.2,63.05,28.97,60.36,71.618,143,0,0,0.17600000000000002,-0.264,-0.141,-0.511,0.213,292716,33,252,21,307,226.359485
137,Julián Etulain,68,63.34,2017,293.5,66.75,29.13,58.62,71.33800000000002,220,0,1,0.078,-0.307,-0.035,-0.292,-0.057999999999999996,448214,174,207,58,137,225.90981200000002
361,Steven Alker,69,67.54,2017,276.9,65.17,29.14,59.75,71.638,121,0,0,-0.309,-0.41200000000000003,-0.289,-0.212,0.39799999999999996,218681,6,54,78,361,223.36285700000002
144,Derek Fathauer,84,53.27,2018,289.1,60.35,28.46,54.99,71.827,316,0,1,0.363,-0.807,-0.757,-0.365,-0.048,708712,101,321,44,144,221.160662
189,Chad Campbell,87,64.7,2018,286.5,65.54,29.75,59.39,71.683,361,0,2,-0.45399999999999996,-0.484,-0.042,-0.01,0.023,801960,66,22,154,189,220.63645300000002
86,Brian Campbell,55,58.2,2017,296.0,63.29,28.63,56.68,71.92399999999998,132,0,0,0.385,-0.428,0.063,-0.75,-0.126,237537,219,326,8,86,220.42510499999997
21,Sam Saunders,76,64.69,2017,293.6,65.24,28.63,58.45,70.921,354,0,2,0.138,0.071,0.348,-0.136,-0.28,678117,178,236,105,21,220.40839800000003
284,Greg Chalmers,75,59.8,2017,278.0,59.86,28.17,59.26,71.758,156,0,0,0.316,-0.5329999999999999,-0.496,-0.529,0.175,344631,9,297,20,284,218.872614
68,Brian Stuard,93,71.49,2017,272.3,63.59,28.92,57.99,71.72,285,0,0,-0.13699999999999998,-0.34299999999999997,-0.34,0.171,-0.16399999999999998,588806,1,103,228,68,218.784088
149,C.T. Pan,88,63.68,2017,287.1,67.53,29.74,60.29,71.109,527,0,3,-0.013000000000000001,-0.084,0.052000000000000005,-0.092,-0.034,1267649,76,160,114,149,217.989841
168,Kyle Thompson,50,62.99,2018,285.3,62.44,29.61,54.02,72.673,10,0,0,-0.75,-1.262,-0.534,0.036000000000000004,-0.013999999999999999,24878,55,2,176,168,217.44849499999998
42,Hudson Swafford,73,64.57,2018,302.8,68.99,30.03,54.01,71.619,245,0,0,-0.26,-0.4920000000000001,0.225,-0.237,-0.221,569391,314,69,73,42,214.96746399999998
119,David Lingmerth,82,68.93,2018,285.4,63.03,28.5,58.57,71.043,274,0,0,0.22899999999999998,-0.006999999999999999,0.006,-0.16,-0.081,616758,56,268,94,119,213.24569900000003
159,Matt Atkins,56,57.5,2018,301.4,63.46,29.12,57.6,72.251,44,0,0,-0.198,-1.129,0.134,-1.0390000000000001,-0.027000000000000003,89104,301,83,3,159,212.923884
79,Søren Kjeldsen,58,69.21,2017,273.6,62.02,29.0,51.64,71.39,283,0,1,0.473,-0.182,-0.424,-0.09,-0.142,722913,3,349,115,79,212.54036399999998
71,Andrew Landry,82,62.92,2018,291.1,65.63,28.96,56.97,71.059,1116,1,5,-0.01,-0.039,0.20600000000000002,-0.083,-0.152,2642179,132,163,118,71,211.662728
289,Rod Pampling,71,60.83,2017,287.8,64.01,29.97,52.83,71.861,630,1,1,-0.518,-0.677,-0.11,-0.231,0.183,1539422,83,14,74,289,210.400264
234,Mark Anderson,54,59.97,2017,283.8,65.6,29.13,61.18,71.5,98,0,1,-0.016,-0.325,-0.149,-0.24100000000000002,0.08199999999999999,188806,43,158,71,234,209.186828
309,Kyle Reifers,96,65.15,2017,286.1,65.97,29.73,58.44,71.587,241,0,0,-0.276,-0.418,-0.023,-0.337,0.218,454570,62,65,49,309,206.757493
